,Product,Stage,SecSite,Region,Presentation,Year,Site,%Protected,TotalRev,RevProtected,RevUnprotected,Target,Actual
206,Ingredient_D,In Progress,EU,EU,Lyo Vial Kit,2019,ABR,0.65,15000,9750,5250,4,4.0
642,Ingredient_L,In Progress,ICON - LACAN,ICON - LACAN,Vial,2022,AML1,0.25,15000,3750,11250,4,4.0
685,Ingredient_M,Pre-production,JAPAC,JAPAC,Syringe,2022,AML14,0.8,15000,12000,3000,4,2.5
182,Ingredient_D,Pre-production,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2020,ADL PM2,1.0,15000,15000,0,4,4.0
91,Ingredient_B,In Progress,JAPAC,JAPAC,Auto Injector,2020,AML1,0.25,15000,3750,11250,4,4.0
741,Ingredient_M,In Progress,US,US,Syringe,2023,AML1,0.25,15000,3750,11250,4,2.5
1045,Ingredient_Q,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2022,ABR,0.65,15000,9750,5250,4,2.5
353,Ingredient_H,Pre-production,ICON - TMEA,ICON - TMEA,Syringe,2020,"Patheon, IT",0.6,15000,9000,6000,4,4.0
589,Ingredient_K,In Progress,JAPAC,JAPAC,50cc,2020,AML1,0.25,15000,3750,11250,4,4.0
1219,Ingredient_S,Pre-production,JAPAC,JAPAC,Blister,2021,AML23,0.25,15000,3750,11250,4,2.5
276,Ingredient_F,Pre-production,US,US,Lyo Vial Kit,2019,ADL PM2,1.0,15000,15000,0,4,4.0
58,Ingredient_B,Post-production,Global,Global,Global Post-production,2020,ARI5,1.0,15000,15000,0,4,4.0
159,Ingredient_C,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2022,ABR,0.65,15000,9750,5250,4,4.0
231,Ingredient_E,Pre-production,US,US,Bottle,2019,AML23,0.25,15000,3750,11250,4,4.0
311,Ingredient_F,In Progress,US,US,Auto Injector,2019,AML1,0.25,15000,3750,11250,4,4.0
349,Ingredient_H,Pre-production,ICON - LACAN,ICON - LACAN,Syringe,2021,"Patheon, IT",0.6,15000,9000,6000,4,4.0
1139,Ingredient_R,In Progress,EU,EU,Auto Injector,2021,ABR,0.65,15000,9750,5250,4,2.5
189,Ingredient_D,Pre-production,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2022,ADL PM2,1.0,15000,15000,0,4,4.0
591,Ingredient_K,In Progress,JAPAC,JAPAC,50cc,2022,AML1,0.25,15000,3750,11250,4,4.0
338,Ingredient_G,Post-production,Global,Global,Global Post-production,2021,ATO7,0.1,15000,1500,13500,4,4.0
196,Ingredient_D,Pre-production,US,US,Lyo Vial Kit,2019,ADL PM2,1.0,15000,15000,0,4,4.0
724,Ingredient_M,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2021,ABR,0.65,15000,9750,5250,4,2.5
601,Ingredient_K,In Progress,US,US,30cc,2022,AML1,0.25,15000,3750,11250,4,4.0
864,Ingredient_O,Pre-production,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2021,ADL PM2,1.0,15000,15000,0,4,2.5
717,Ingredient_M,In Progress,ICON - LACAN,ICON - LACAN,Syringe,2019,AML1,0.25,15000,3750,11250,4,2.5
460,Ingredient_J,In Progress,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2021,ABR,0.65,15000,9750,5250,4,4.0
422,Ingredient_J,Pre-production,EU,EU,Lyo Vial Kit,2023,ADL,1.0,15000,15000,0,4,4.0
810,Ingredient_N,In Progress,ICON - LACAN,ICON - LACAN,Syringe,2022,AML1,0.25,15000,3750,11250,4,2.5
622,Ingredient_L,Pre-production,JAPAC,JAPAC,Vial,2021,"Patheon, NC",0.6,15000,9000,6000,4,4.0
107,Ingredient_C,Pre-production,EU,EU,Syringe,2020,AML14,0.8,15000,12000,3000,4,4.0
11,Ingredient_A,Post-production,Global,Global,Global Post-production,2023,ASM1,0.4,15000,6000,9000,4,4.0
385,Ingredient_H,In Progress,JAPAC,JAPAC,Syringe,2021,Bushu,0.35,15000,5250,9750,4,4.0
335,Ingredient_G,Pre-production,US,US,Vial,2023,AML14,0.8,15000,12000,3000,4,4.0
1234,Ingredient_S,In Progress,EU,EU,Blister,2021,"PCI, UK",0.3,15000,4500,10500,4,2.5
688,Ingredient_M,Pre-production,US,US,OnPro,2020,AML14,0.8,15000,12000,3000,4,2.5
1210,Ingredient_S,Pre-production,ICON - LACAN,ICON - LACAN,Bottle,2022,"Patheon, CA",0.6,15000,9000,6000,4,2.5
1222,Ingredient_S,Pre-production,US,US,Bottle,2019,AML23,0.25,15000,3750,11250,4,2.5
65,Ingredient_B,In Progress,EU,EU,Auto Injector,2021,ABR,0.65,15000,9750,5250,4,4.0
658,Ingredient_M,Pre-production,EU,EU,OnPro,2020,AML14,0.8,15000,12000,3000,4,2.5
236,Ingredient_E,Pre-production,US,US,Solution/Ampule,2019,"Catalent, IL",0.98,15000,14700,300,4,4.0
719,Ingredient_M,In Progress,ICON - LACAN,ICON - LACAN,Syringe,2021,AML1,0.25,15000,3750,11250,4,2.5
814,Ingredient_N,In Progress,ICON - LACAN,ICON - LACAN,Vial,2021,AML1,0.25,15000,3750,11250,4,2.5
567,Ingredient_K,In Progress,ICON - LACAN,ICON - LACAN,30cc,2023,AML1,0.25,15000,3750,11250,4,4.0
324,Ingredient_F,In Progress,US,US,Reusable Auto Injector,2022,AML1,0.25,15000,3750,11250,4,4.0
584,Ingredient_K,In Progress,JAPAC,JAPAC,30cc,2020,AML1,0.25,15000,3750,11250,4,4.0
1196,Ingredient_R,In Progress,US,US,Syringe,2023,AML1,0.25,15000,3750,11250,4,2.5
1063,Ingredient_Q,In Progress,US,US,Syringe,2020,AML1,0.25,15000,3750,11250,4,2.5
1298,Ingredient_T,In Progress,ICON - LACAN,ICON - LACAN,Vial,2020,AML1,0.25,15000,3750,11250,4,2.5
1026,Ingredient_Q,In Progress,EU,EU,Syringe,2023,ABR,0.65,15000,9750,5250,4,2.5
804,Ingredient_N,In Progress,EU,EU,Vial,2021,ABR,0.65,15000,9750,5250,4,2.5
474,Ingredient_K,Pre-production,EU,EU,10cc,2020,"Patheon, NC",0.6,15000,9000,6000,4,4.0
5,Ingredient_A,Pre-production,US,US,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,4.0
448,Ingredient_J,Post-production,Global,Global,Global Post-production,2023,ARI5,1.0,15000,15000,0,4,4.0
918,Ingredient_P,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2020,"Patheon, NC",0.6,15000,9000,6000,4,2.5
127,Ingredient_C,Pre-production,US,US,Syringe,2020,AML14,0.8,15000,12000,3000,4,4.0
555,Ingredient_K,In Progress,EU,EU,50cc,2021,ABR,0.65,15000,9750,5250,4,4.0
177,Ingredient_D,Pre-production,EU,EU,Lyo Vial Kit,2020,ADL PM2,1.0,15000,15000,0,4,4.0
528,Ingredient_K,Pre-production,US,US,30cc,2019,ADL,1.0,15000,15000,0,4,4.0
929,Ingredient_P,Pre-production,JAPAC,JAPAC,Vial,2021,"Patheon, NC",0.6,15000,9000,6000,4,2.5
530,Ingredient_K,Pre-production,US,US,30cc,2021,ADL,1.0,15000,15000,0,4,4.0
926,Ingredient_P,Pre-production,ICON - TMEA,ICON - TMEA,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
1315,Ingredient_T,In Progress,US,US,Vial,2022,AML1,0.25,15000,3750,11250,4,2.5
107,Ingredient_C,Pre-production,EU,EU,Syringe,2020,AML14,0.8,15000,12000,3000,4,4.0
355,Ingredient_H,Pre-production,ICON - TMEA,ICON - TMEA,Syringe,2022,"Patheon, IT",0.6,15000,9000,6000,4,4.0
512,Ingredient_K,Pre-production,JAPAC,JAPAC,10cc,2023,"Patheon, NC",0.6,15000,9000,6000,4,4.0
490,Ingredient_K,Pre-production,ICON - LACAN,ICON - LACAN,10cc,2021,"Patheon, NC",0.6,15000,9000,6000,4,4.0
1072,Ingredient_R,Pre-production,EU,EU,Auto Injector,2019,AML14,0.8,15000,12000,3000,4,2.5
1074,Ingredient_R,Pre-production,EU,EU,Auto Injector,2021,AML14,0.8,15000,12000,3000,4,2.5
549,Ingredient_K,In Progress,EU,EU,30cc,2020,ABR,0.65,15000,9750,5250,4,4.0
1217,Ingredient_S,Pre-production,JAPAC,JAPAC,Blister,2019,AML23,0.25,15000,3750,11250,4,2.5
142,Ingredient_C,In Progress,EU,EU,Auto Injector,2020,ABR,0.65,15000,9750,5250,4,4.0
653,Ingredient_L,In Progress,US,US,Vial,2020,AML1,0.25,15000,3750,11250,4,4.0
128,Ingredient_C,Pre-production,US,US,Syringe,2021,AML14,0.8,15000,12000,3000,4,4.0
316,Ingredient_F,In Progress,US,US,Lyo Vial Kit,2019,"PCI, US",0.3,15000,4500,10500,4,4.0
875,Ingredient_O,Pre-production,US,US,"Lyo Vial or Lyo Vial Kit, 250ug and 500ug",2022,ADL PM2,1.0,15000,15000,0,4,2.5
712,Ingredient_M,In Progress,ICON - LACAN,ICON - LACAN,OnPro,2019,AML1,0.25,15000,3750,11250,4,2.5
410,Ingredient_I,In Progress,EU,EU,Vial,2021,LDC,0.35,15000,5250,9750,4,4.0
662,Ingredient_M,Pre-production,EU,EU,Syringe,2019,AML14,0.8,15000,12000,3000,4,2.5
1137,Ingredient_R,In Progress,EU,EU,Auto Injector,2019,ABR,0.65,15000,9750,5250,4,2.5
461,Ingredient_J,In Progress,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2022,ABR,0.65,15000,9750,5250,4,4.0
565,Ingredient_K,In Progress,ICON - LACAN,ICON - LACAN,30cc,2021,AML1,0.25,15000,3750,11250,4,4.0
1013,Ingredient_Q,Pre-production,US,US,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
1240,Ingredient_S,In Progress,EU,EU,Capsule,2022,"Anderson Bercon, UK",0.35,15000,5250,9750,4,2.5
1117,Ingredient_R,Pre-production,US,US,Auto Injector,2019,AML14,0.8,15000,12000,3000,4,2.5
900,Ingredient_O,In Progress,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2022,ABR,0.65,15000,9750,5250,4,2.5
1144,Ingredient_R,In Progress,EU,EU,Pushtronex,2021,"PCI, US",0.3,15000,4500,10500,4,2.5
830,Ingredient_N,In Progress,JAPAC,JAPAC,Syringe,2022,AML1,0.25,15000,3750,11250,4,2.5
790,Ingredient_N,Pre-production,US,US,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
536,Ingredient_K,Pre-production,US,US,50cc,2022,ADL,1.0,15000,15000,0,4,4.0
595,Ingredient_K,In Progress,US,US,10cc,2021,AML1,0.25,15000,3750,11250,4,4.0
2,Ingredient_A,Pre-production,US,US,Auto Injector,2019,AML14,0.8,15000,12000,3000,4,4.0
544,Ingredient_K,In Progress,EU,EU,10cc,2020,ABR,0.65,15000,9750,5250,4,4.0
369,Ingredient_H,Post-production,Global,Global,Global Post-production,2021,ARI5,1.0,15000,15000,0,4,4.0
89,Ingredient_B,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2022,ABR,0.65,15000,9750,5250,4,4.0
459,Ingredient_J,In Progress,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2020,ABR,0.65,15000,9750,5250,4,4.0
1310,Ingredient_T,In Progress,JAPAC,JAPAC,Vial,2022,AML1,0.25,15000,3750,11250,4,2.5
500,Ingredient_K,Pre-production,ICON - LACAN,ICON - LACAN,50cc,2021,"Patheon, NC",0.6,15000,9000,6000,4,4.0
1025,Ingredient_Q,In Progress,EU,EU,Syringe,2022,ABR,0.65,15000,9750,5250,4,2.5
1221,Ingredient_S,Pre-production,JAPAC,JAPAC,Blister,2023,AML23,0.25,15000,3750,11250,4,2.5
1187,Ingredient_R,In Progress,US,US,Pushtronex,2019,"PCI, US",0.3,15000,4500,10500,4,2.5
1271,Ingredient_T,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
1047,Ingredient_Q,In Progress,ICON - TMEA,ICON - TMEA,Vial,2019,ABR,0.65,15000,9750,5250,4,2.5
836,Ingredient_N,In Progress,JAPAC,JAPAC,Vial,2023,AML1,0.25,15000,3750,11250,4,2.5
483,Ingredient_K,Pre-production,EU,EU,50cc,2019,ADL,1.0,15000,15000,0,4,4.0
719,Ingredient_M,In Progress,ICON - LACAN,ICON - LACAN,Syringe,2021,AML1,0.25,15000,3750,11250,4,2.5
452,Ingredient_J,In Progress,EU,EU,Lyo Vial Kit,2022,ABR,0.65,15000,9750,5250,4,4.0
1100,Ingredient_R,Pre-production,ICON - TMEA,ICON - TMEA,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,2.5
1275,Ingredient_T,Pre-production,ICON - TMEA,ICON - TMEA,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
973,Ingredient_Q,Pre-production,EU,EU,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
102,Ingredient_C,Pre-production,EU,EU,Auto Injector,2020,AML14,0.8,15000,12000,3000,4,4.0
1297,Ingredient_T,In Progress,ICON - LACAN,ICON - LACAN,Vial,2019,AML1,0.25,15000,3750,11250,4,2.5
392,Ingredient_H,In Progress,US,US,Syringe,2023,AML1,0.25,15000,3750,11250,4,4.0
627,Ingredient_L,Pre-production,US,US,Vial,2021,AML14,0.8,15000,12000,3000,4,4.0
118,Ingredient_C,Pre-production,ICON - TMEA,ICON - TMEA,Syringe,2021,AML14,0.8,15000,12000,3000,4,4.0
817,Ingredient_N,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2019,ABR,0.65,15000,9750,5250,4,2.5
438,Ingredient_J,Pre-production,US,US,Lyo Vial Kit,2020,ADL,1.0,15000,15000,0,4,4.0
1241,Ingredient_S,In Progress,EU,EU,Capsule,2023,"Anderson Bercon, UK",0.35,15000,5250,9750,4,2.5
1287,Ingredient_T,Post-production,Global,Global,Global Post-production,2019,ARI5,1.0,15000,15000,0,4,2.5
1151,Ingredient_R,In Progress,EU,EU,Syringe,2023,ABR,0.65,15000,9750,5250,4,2.5
549,Ingredient_K,In Progress,EU,EU,30cc,2020,ABR,0.65,15000,9750,5250,4,4.0
606,Ingredient_K,In Progress,US,US,50cc,2022,AML1,0.25,15000,3750,11250,4,4.0
74,Ingredient_B,In Progress,ICON - LACAN,ICON - LACAN,Auto Injector,2020,AML1,0.25,15000,3750,11250,4,4.0
373,Ingredient_H,In Progress,EU,EU,Syringe,2022,ABR,0.65,15000,9750,5250,4,4.0
815,Ingredient_N,In Progress,ICON - LACAN,ICON - LACAN,Vial,2022,AML1,0.25,15000,3750,11250,4,2.5
449,Ingredient_J,In Progress,EU,EU,Lyo Vial Kit,2019,ABR,0.65,15000,9750,5250,4,4.0
1196,Ingredient_R,In Progress,US,US,Syringe,2023,AML1,0.25,15000,3750,11250,4,2.5
969,Ingredient_Q,Pre-production,EU,EU,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
1078,Ingredient_R,Pre-production,EU,EU,Pushtronex,2020,"Patheon, IT",0.6,15000,9000,6000,4,2.5
608,Ingredient_L,Pre-production,EU,EU,Vial,2020,AML14,0.8,15000,12000,3000,4,4.0
514,Ingredient_K,Pre-production,JAPAC,JAPAC,30cc,2020,"Patheon, NC",0.6,15000,9000,6000,4,4.0
822,Ingredient_N,In Progress,ICON - TMEA,ICON - TMEA,Vial,2019,ABR,0.65,15000,9750,5250,4,2.5
77,Ingredient_B,In Progress,ICON - LACAN,ICON - LACAN,Auto Injector,2023,AML1,0.25,15000,3750,11250,4,4.0
223,Ingredient_D,In Progress,JAPAC,JAPAC,Lyo Vial Kit,2021,Bushu,0.35,15000,5250,9750,4,4.0
798,Ingredient_N,In Progress,EU,EU,Syringe,2020,ABR,0.65,15000,9750,5250,4,2.5
1097,Ingredient_R,Pre-production,ICON - TMEA,ICON - TMEA,Auto Injector,2019,AML14,0.8,15000,12000,3000,4,2.5
862,Ingredient_O,Pre-production,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2019,ADL PM2,1.0,15000,15000,0,4,2.5
346,Ingredient_H,Pre-production,EU,EU,Syringe,2021,"Patheon, IT",0.6,15000,9000,6000,4,4.0
1135,Ingredient_R,Post-production,Global,Global,Global Post-production,2022,AML6,0.25,15000,3750,11250,4,2.5
4,Ingredient_A,Pre-production,US,US,Auto Injector,2021,AML14,0.8,15000,12000,3000,4,4.0
437,Ingredient_J,Pre-production,US,US,Lyo Vial Kit,2019,ADL,1.0,15000,15000,0,4,4.0
602,Ingredient_K,In Progress,US,US,30cc,2023,AML1,0.25,15000,3750,11250,4,4.0
449,Ingredient_J,In Progress,EU,EU,Lyo Vial Kit,2019,ABR,0.65,15000,9750,5250,4,4.0
605,Ingredient_K,In Progress,US,US,50cc,2021,AML1,0.25,15000,3750,11250,4,4.0
948,Ingredient_P,In Progress,ICON - LACAN,ICON - LACAN,Vial,2020,AML1,0.25,15000,3750,11250,4,2.5
738,Ingredient_M,In Progress,US,US,Syringe,2020,AML1,0.25,15000,3750,11250,4,2.5
679,Ingredient_M,Pre-production,ICON - TMEA,ICON - TMEA,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
869,Ingredient_O,Pre-production,JAPAC,JAPAC,Lyo Vial Kit,2021,ADL PM2,1.0,15000,15000,0,4,2.5
1251,Ingredient_S,In Progress,ICON - TMEA,ICON - TMEA,Blister,2023,"PCI, UK",0.3,15000,4500,10500,4,2.5
778,Ingredient_N,Pre-production,JAPAC,JAPAC,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
711,Ingredient_M,In Progress,EU,EU,Syringe,2023,ABR,0.65,15000,9750,5250,4,2.5
357,Ingredient_H,Pre-production,JAPAC,JAPAC,Syringe,2019,"Patheon, IT",0.6,15000,9000,6000,4,4.0
959,Ingredient_P,In Progress,JAPAC,JAPAC,Vial,2021,AML1,0.25,15000,3750,11250,4,2.5
823,Ingredient_N,In Progress,ICON - TMEA,ICON - TMEA,Vial,2020,ABR,0.65,15000,9750,5250,4,2.5
1181,Ingredient_R,In Progress,JAPAC,JAPAC,Syringe,2019,AML1,0.25,15000,3750,11250,4,2.5
1157,Ingredient_R,In Progress,ICON - LACAN,ICON - LACAN,Pushtronex,2019,"PCI, US",0.3,15000,4500,10500,4,2.5
463,Ingredient_J,In Progress,JAPAC,JAPAC,Lyo Vial Kit,2019,AML1,0.25,15000,3750,11250,4,4.0
1052,Ingredient_Q,In Progress,JAPAC,JAPAC,Syringe,2019,AML1,0.25,15000,3750,11250,4,2.5
1186,Ingredient_R,In Progress,US,US,Auto Injector,2023,AML1,0.25,15000,3750,11250,4,2.5
1024,Ingredient_Q,In Progress,EU,EU,Syringe,2021,ABR,0.65,15000,9750,5250,4,2.5
771,Ingredient_N,Pre-production,ICON - TMEA,ICON - TMEA,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
780,Ingredient_N,Pre-production,JAPAC,JAPAC,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
615,Ingredient_L,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2022,"Patheon, NC",0.6,15000,9000,6000,4,4.0
87,Ingredient_B,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2020,ABR,0.65,15000,9750,5250,4,4.0
55,Ingredient_B,Pre-production,US,US,Auto Injector,2023,AML14,0.8,15000,12000,3000,4,4.0
88,Ingredient_B,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2021,ABR,0.65,15000,9750,5250,4,4.0
998,Ingredient_Q,Pre-production,JAPAC,JAPAC,Syringe,2020,AML14,0.8,15000,12000,3000,4,2.5
532,Ingredient_K,Pre-production,US,US,30cc,2023,ADL,1.0,15000,15000,0,4,4.0
747,Ingredient_N,Pre-production,EU,EU,Vial,2019,AML14,0.8,15000,12000,3000,4,2.5
629,Ingredient_L,Pre-production,US,US,Vial,2023,AML14,0.8,15000,12000,3000,4,4.0
349,Ingredient_H,Pre-production,ICON - LACAN,ICON - LACAN,Syringe,2021,"Patheon, IT",0.6,15000,9000,6000,4,4.0
139,Ingredient_C,Post-production,Global,Global,Global Post-production,2022,AML6,0.25,15000,3750,11250,4,4.0
30,Ingredient_B,Pre-production,ICON - LACAN,ICON - LACAN,Auto Injector,2020,AML14,0.8,15000,12000,3000,4,4.0
964,Ingredient_P,In Progress,US,US,Vial,2021,AML1,0.25,15000,3750,11250,4,2.5
687,Ingredient_M,Pre-production,US,US,OnPro,2019,AML14,0.8,15000,12000,3000,4,2.5
1030,Ingredient_Q,In Progress,EU,EU,Vial,2022,ABR,0.65,15000,9750,5250,4,2.5
960,Ingredient_P,In Progress,JAPAC,JAPAC,Vial,2022,AML1,0.25,15000,3750,11250,4,2.5
685,Ingredient_M,Pre-production,JAPAC,JAPAC,Syringe,2022,AML14,0.8,15000,12000,3000,4,2.5
820,Ingredient_N,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2022,ABR,0.65,15000,9750,5250,4,2.5
1264,Ingredient_T,Pre-production,EU,EU,Vial,2021,AML14,0.8,15000,12000,3000,4,2.5
136,Ingredient_C,Post-production,Global,Global,Global Post-production,2019,AML6,0.25,15000,3750,11250,4,4.0
909,Ingredient_O,In Progress,US,US,Lyo Vial Kit,2021,AML1,0.25,15000,3750,11250,4,2.5
1289,Ingredient_T,Post-production,Global,Global,Global Post-production,2021,ARI5,1.0,15000,15000,0,4,2.5
958,Ingredient_P,In Progress,JAPAC,JAPAC,Vial,2020,AML1,0.25,15000,3750,11250,4,2.5
239,Ingredient_E,Pre-production,US,US,Solution/Ampule,2022,"Catalent, IL",0.98,15000,14700,300,4,4.0
775,Ingredient_N,Pre-production,JAPAC,JAPAC,Syringe,2022,AML14,0.8,15000,12000,3000,4,2.5
91,Ingredient_B,In Progress,JAPAC,JAPAC,Auto Injector,2020,AML1,0.25,15000,3750,11250,4,4.0
382,Ingredient_H,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2023,AML1,0.25,15000,3750,11250,4,4.0
731,Ingredient_M,In Progress,JAPAC,JAPAC,Syringe,2023,AML1,0.25,15000,3750,11250,4,2.5
1265,Ingredient_T,Pre-production,EU,EU,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
58,Ingredient_B,Post-production,Global,Global,Global Post-production,2020,ARI5,1.0,15000,15000,0,4,4.0
44,Ingredient_B,Pre-production,ICON - TMEA,ICON - TMEA,Syringe,2021,AML14,0.8,15000,12000,3000,4,4.0
932,Ingredient_P,Pre-production,US,US,Vial,2019,AML14,0.8,15000,12000,3000,4,2.5
24,Ingredient_B,Pre-production,EU,EU,Syringe,2019,AML14,0.8,15000,12000,3000,4,4.0
1056,Ingredient_Q,In Progress,JAPAC,JAPAC,Syringe,2023,AML1,0.25,15000,3750,11250,4,2.5
1280,Ingredient_T,Pre-production,JAPAC,JAPAC,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
73,Ingredient_B,In Progress,ICON - LACAN,ICON - LACAN,Auto Injector,2019,AML1,0.25,15000,3750,11250,4,4.0
1214,Ingredient_S,Pre-production,ICON - TMEA,ICON - TMEA,Blister,2021,AML23,0.25,15000,3750,11250,4,2.5
1301,Ingredient_T,In Progress,ICON - LACAN,ICON - LACAN,Vial,2023,AML1,0.25,15000,3750,11250,4,2.5
9,Ingredient_A,Post-production,Global,Global,Global Post-production,2021,ASM1,0.4,15000,6000,9000,4,4.0
534,Ingredient_K,Pre-production,US,US,50cc,2020,ADL,1.0,15000,15000,0,4,4.0
363,Ingredient_H,Pre-production,US,US,Syringe,2020,"Patheon, IT",0.6,15000,9000,6000,4,4.0
1220,Ingredient_S,Pre-production,JAPAC,JAPAC,Blister,2022,AML23,0.25,15000,3750,11250,4,2.5
413,Ingredient_I,In Progress,US,US,Vial,2019,LDC,0.35,15000,5250,9750,4,4.0
1240,Ingredient_S,In Progress,EU,EU,Capsule,2022,"Anderson Bercon, UK",0.35,15000,5250,9750,4,2.5
15,Ingredient_A,In Progress,US,US,Auto Injector,2020,AML1,0.25,15000,3750,11250,4,4.0
834,Ingredient_N,In Progress,JAPAC,JAPAC,Vial,2021,AML1,0.25,15000,3750,11250,4,2.5
1206,Ingredient_S,Pre-production,EU,EU,Capsule,2023,"Patheon, CA",0.6,15000,9000,6000,4,2.5
212,Ingredient_D,In Progress,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2020,AML1,0.25,15000,3750,11250,4,4.0
1090,Ingredient_R,Pre-production,ICON - LACAN,ICON - LACAN,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,2.5
40,Ingredient_B,Pre-production,ICON - TMEA,ICON - TMEA,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,4.0
1316,Ingredient_T,In Progress,US,US,Vial,2023,AML1,0.25,15000,3750,11250,4,2.5
547,Ingredient_K,In Progress,EU,EU,10cc,2023,ABR,0.65,15000,9750,5250,4,4.0
290,Ingredient_F,Pre-production,US,US,Syringe,2023,AML14,0.8,15000,12000,3000,4,4.0
692,Ingredient_M,Pre-production,US,US,Syringe,2019,AML14,0.8,15000,12000,3000,4,2.5
1010,Ingredient_Q,Pre-production,US,US,Syringe,2022,AML14,0.8,15000,12000,3000,4,2.5
1251,Ingredient_S,In Progress,ICON - TMEA,ICON - TMEA,Blister,2023,"PCI, UK",0.3,15000,4500,10500,4,2.5
900,Ingredient_O,In Progress,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2022,ABR,0.65,15000,9750,5250,4,2.5
1171,Ingredient_R,In Progress,JAPAC,JAPAC,Auto Injector,2019,Bushu,0.35,15000,5250,9750,4,2.5
1071,Ingredient_Q,In Progress,US,US,Vial,2023,AML1,0.25,15000,3750,11250,4,2.5
431,Ingredient_J,Pre-production,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2023,ADL,1.0,15000,15000,0,4,4.0
502,Ingredient_K,Pre-production,ICON - LACAN,ICON - LACAN,50cc,2023,"Patheon, NC",0.6,15000,9000,6000,4,4.0
885,Ingredient_O,Post-production,Global,Global,Global Post-production,2022,AML7,0.25,15000,3750,11250,4,2.5
1054,Ingredient_Q,In Progress,JAPAC,JAPAC,Syringe,2021,AML1,0.25,15000,3750,11250,4,2.5
774,Ingredient_N,Pre-production,JAPAC,JAPAC,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
1022,Ingredient_Q,In Progress,EU,EU,Syringe,2019,ABR,0.65,15000,9750,5250,4,2.5
188,Ingredient_D,Pre-production,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2021,ADL PM2,1.0,15000,15000,0,4,4.0
16,Ingredient_A,In Progress,US,US,Auto Injector,2021,AML1,0.25,15000,3750,11250,4,4.0
139,Ingredient_C,Post-production,Global,Global,Global Post-production,2022,AML6,0.25,15000,3750,11250,4,4.0
315,Ingredient_F,In Progress,US,US,Auto Injector,2023,AML1,0.25,15000,3750,11250,4,4.0
823,Ingredient_N,In Progress,ICON - TMEA,ICON - TMEA,Vial,2020,ABR,0.65,15000,9750,5250,4,2.5
224,Ingredient_D,In Progress,JAPAC,JAPAC,Lyo Vial Kit,2022,Bushu,0.35,15000,5250,9750,4,4.0
210,Ingredient_D,In Progress,EU,EU,Lyo Vial Kit,2023,ABR,0.65,15000,9750,5250,4,4.0
244,Ingredient_E,Post-production,Global,Global,Global Post-production,2022,"FIS, IT",1.0,15000,15000,0,4,4.0
1060,Ingredient_Q,In Progress,JAPAC,JAPAC,Vial,2022,AML1,0.25,15000,3750,11250,4,2.5
927,Ingredient_P,Pre-production,JAPAC,JAPAC,Vial,2019,"Patheon, NC",0.6,15000,9000,6000,4,2.5
400,Ingredient_I,Pre-production,US,US,Vial,2021,AWM,0.98,15000,14700,300,4,4.0
277,Ingredient_F,Pre-production,US,US,Lyo Vial Kit,2020,ADL PM2,1.0,15000,15000,0,4,4.0
561,Ingredient_K,In Progress,ICON - LACAN,ICON - LACAN,10cc,2022,AML1,0.25,15000,3750,11250,4,4.0
