,Unnamed: 0,Product,Stage,SecSite,Region,Presentation,Year,Site,%Protected,TotalRev,RevProtected,RevUnprotected,Target,Actual
1013,1013,ProductQ,DP,US,US,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
545,545,ProductK,FDP,EU,EU,10cc,2021,ABR,0.65,15000,9750,5250,4,4.0
911,911,ProductO,FDP,US,US,Lyo Vial Kit,2023,AML1,0.25,15000,3750,11250,4,2.5
74,74,ProductB,FDP,ICON - LACAN,ICON - LACAN,Auto Injector,2020,AML1,0.25,15000,3750,11250,4,4.0
1155,1155,ProductR,FDP,ICON - LACAN,ICON - LACAN,Auto Injector,2022,AML1,0.25,15000,3750,11250,4,2.5
863,863,ProductO,DP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2020,ADL PM2,1.0,15000,15000,0,4,2.5
877,877,ProductO,DP,US,US,Lyo Vial or Lyo Vial Kit; 125ug SKU,2019,"Patheon, IT",0.6,15000,9000,6000,4,2.5
416,416,ProductI,FDP,US,US,Vial,2022,LDC,0.35,15000,5250,9750,4,4.0
1170,1170,ProductR,FDP,ICON - TMEA,ICON - TMEA,Syringe,2023,ABR,0.65,15000,9750,5250,4,2.5
804,804,ProductN,FDP,EU,EU,Vial,2021,ABR,0.65,15000,9750,5250,4,2.5
438,438,ProductJ,DP,US,US,Lyo Vial Kit,2020,ADL,1.0,15000,15000,0,4,4.0
717,717,ProductM,FDP,ICON - LACAN,ICON - LACAN,Syringe,2019,AML1,0.25,15000,3750,11250,4,2.5
991,991,ProductQ,DP,ICON - TMEA,ICON - TMEA,Syringe,2023,AML14,0.8,15000,12000,3000,4,2.5
163,163,ProductC,FDP,JAPAC,JAPAC,Syringe,2021,AML1,0.25,15000,3750,11250,4,4.0
1096,1096,ProductR,DP,ICON - LACAN,ICON - LACAN,Pushtronex,2023,"Patheon, IT",0.6,15000,9000,6000,4,2.5
98,98,ProductB,FDP,JAPAC,JAPAC,Syringe,2023,AML1,0.25,15000,3750,11250,4,4.0
805,805,ProductN,FDP,EU,EU,Vial,2022,ABR,0.65,15000,9750,5250,4,2.5
617,617,ProductL,DP,ICON - TMEA,ICON - TMEA,Vial,2021,AML14,0.8,15000,12000,3000,4,4.0
405,405,ProductI,DS,Global,Global,Global DS,2021,AWM,1.0,15000,15000,0,4,4.0
1234,1234,ProductS,FDP,EU,EU,Blister,2021,"PCI, UK",0.3,15000,4500,10500,4,2.5
110,110,ProductC,DP,EU,EU,Syringe,2023,AML14,0.8,15000,12000,3000,4,4.0
634,634,ProductL,DS,Global,Global,Global DS,2023,ARI5,1.0,15000,15000,0,4,4.0
808,808,ProductN,FDP,ICON - LACAN,ICON - LACAN,Syringe,2020,AML1,0.25,15000,3750,11250,4,2.5
459,459,ProductJ,FDP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2020,ABR,0.65,15000,9750,5250,4,4.0
396,396,ProductI,DP,EU,EU,Vial,2022,AWM,0.98,15000,14700,300,4,4.0
194,194,ProductD,DP,JAPAC,JAPAC,Lyo Vial Kit,2022,ADL PM2,1.0,15000,15000,0,4,4.0
725,725,ProductM,FDP,ICON - TMEA,ICON - TMEA,Syringe,2022,ABR,0.65,15000,9750,5250,4,2.5
1307,1307,ProductT,FDP,JAPAC,JAPAC,Vial,2019,AML1,0.25,15000,3750,11250,4,2.5
93,93,ProductB,FDP,JAPAC,JAPAC,Auto Injector,2022,AML1,0.25,15000,3750,11250,4,4.0
49,49,ProductB,DP,JAPAC,JAPAC,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,4.0
388,388,ProductH,FDP,US,US,Syringe,2019,AML1,0.25,15000,3750,11250,4,4.0
88,88,ProductB,FDP,ICON - TMEA,ICON - TMEA,Syringe,2021,ABR,0.65,15000,9750,5250,4,4.0
0,0,ProductA,DP,JAPAC,JAPAC,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,4.0
593,593,ProductK,FDP,US,US,10cc,2019,AML1,0.25,15000,3750,11250,4,4.0
1119,1119,ProductR,DP,US,US,Auto Injector,2021,AML14,0.8,15000,12000,3000,4,2.5
593,593,ProductK,FDP,US,US,10cc,2019,AML1,0.25,15000,3750,11250,4,4.0
984,984,ProductQ,DP,ICON - LACAN,ICON - LACAN,Vial,2021,AML14,0.8,15000,12000,3000,4,2.5
332,332,ProductG,DP,US,US,Vial,2020,AML14,0.8,15000,12000,3000,4,4.0
1226,1226,ProductS,DP,US,US,Bottle,2023,AML23,0.25,15000,3750,11250,4,2.5
512,512,ProductK,DP,JAPAC,JAPAC,10cc,2023,"Patheon, NC",0.6,15000,9000,6000,4,4.0
552,552,ProductK,FDP,EU,EU,30cc,2023,ABR,0.65,15000,9750,5250,4,4.0
1172,1172,ProductR,FDP,JAPAC,JAPAC,Auto Injector,2020,Bushu,0.35,15000,5250,9750,4,2.5
812,812,ProductN,FDP,ICON - LACAN,ICON - LACAN,Vial,2019,AML1,0.25,15000,3750,11250,4,2.5
591,591,ProductK,FDP,JAPAC,JAPAC,50cc,2022,AML1,0.25,15000,3750,11250,4,4.0
187,187,ProductD,DP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2020,ADL PM2,1.0,15000,15000,0,4,4.0
970,970,ProductQ,DP,EU,EU,Syringe,2022,AML14,0.8,15000,12000,3000,4,2.5
1316,1316,ProductT,FDP,US,US,Vial,2023,AML1,0.25,15000,3750,11250,4,2.5
232,232,ProductE,DP,US,US,Bottle,2020,AML23,0.25,15000,3750,11250,4,4.0
1013,1013,ProductQ,DP,US,US,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
346,346,ProductH,DP,EU,EU,Syringe,2021,"Patheon, IT",0.6,15000,9000,6000,4,4.0
708,708,ProductM,FDP,EU,EU,Syringe,2020,ABR,0.65,15000,9750,5250,4,2.5
164,164,ProductC,FDP,JAPAC,JAPAC,Syringe,2022,AML1,0.25,15000,3750,11250,4,4.0
1063,1063,ProductQ,FDP,US,US,Syringe,2020,AML1,0.25,15000,3750,11250,4,2.5
794,794,ProductN,DS,Global,Global,Global DS,2021,AML7,0.25,15000,3750,11250,4,2.5
1247,1247,ProductS,FDP,ICON - TMEA,ICON - TMEA,Blister,2019,"PCI, UK",0.3,15000,4500,10500,4,2.5
503,503,ProductK,DP,ICON - TMEA,ICON - TMEA,50cc,2019,"Patheon, NC",0.6,15000,9000,6000,4,4.0
70,70,ProductB,FDP,EU,EU,Syringe,2021,ABR,0.65,15000,9750,5250,4,4.0
1094,1094,ProductR,DP,ICON - LACAN,ICON - LACAN,Pushtronex,2021,"Patheon, IT",0.6,15000,9000,6000,4,2.5
444,444,ProductJ,DS,Global,Global,Global DS,2020,ARI5,1.0,15000,15000,0,4,4.0
129,129,ProductC,DP,US,US,Syringe,2022,AML14,0.8,15000,12000,3000,4,4.0
805,805,ProductN,FDP,EU,EU,Vial,2022,ABR,0.65,15000,9750,5250,4,2.5
1050,1050,ProductQ,FDP,ICON - TMEA,ICON - TMEA,Vial,2022,ABR,0.65,15000,9750,5250,4,2.5
1069,1069,ProductQ,FDP,US,US,Vial,2021,AML1,0.25,15000,3750,11250,4,2.5
756,756,ProductN,DP,ICON - LACAN,ICON - LACAN,Syringe,2023,AML14,0.8,15000,12000,3000,4,2.5
893,893,ProductO,FDP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2020,AML1,0.25,15000,3750,11250,4,2.5
597,597,ProductK,FDP,US,US,10cc,2023,AML1,0.25,15000,3750,11250,4,4.0
965,965,ProductP,FDP,US,US,Vial,2022,AML1,0.25,15000,3750,11250,4,2.5
717,717,ProductM,FDP,ICON - LACAN,ICON - LACAN,Syringe,2019,AML1,0.25,15000,3750,11250,4,2.5
848,848,ProductO,DP,EU,EU,"Lyo Vial or Lyo Vial Kit, 250ug and 500ug",2020,ADL PM2,1.0,15000,15000,0,4,2.5
339,339,ProductG,DS,Global,Global,Global DS,2022,ATO7,0.1,15000,1500,13500,4,4.0
1081,1081,ProductR,DP,EU,EU,Pushtronex,2023,"Patheon, IT",0.6,15000,9000,6000,4,2.5
391,391,ProductH,FDP,US,US,Syringe,2022,AML1,0.25,15000,3750,11250,4,4.0
105,105,ProductC,DP,EU,EU,Auto Injector,2023,AML14,0.8,15000,12000,3000,4,4.0
610,610,ProductL,DP,EU,EU,Vial,2022,AML14,0.8,15000,12000,3000,4,4.0
118,118,ProductC,DP,ICON - TMEA,ICON - TMEA,Syringe,2021,AML14,0.8,15000,12000,3000,4,4.0
324,324,ProductF,FDP,US,US,Reusable Auto Injector,2022,AML1,0.25,15000,3750,11250,4,4.0
1022,1022,ProductQ,FDP,EU,EU,Syringe,2019,ABR,0.65,15000,9750,5250,4,2.5
737,737,ProductM,FDP,US,US,Syringe,2019,AML1,0.25,15000,3750,11250,4,2.5
13,13,ProductA,FDP,JAPAC,JAPAC,Auto Injector,2023,AML1,0.25,15000,3750,11250,4,4.0
1248,1248,ProductS,FDP,ICON - TMEA,ICON - TMEA,Blister,2020,"PCI, UK",0.3,15000,4500,10500,4,2.5
75,75,ProductB,FDP,ICON - LACAN,ICON - LACAN,Auto Injector,2021,AML1,0.25,15000,3750,11250,4,4.0
244,244,ProductE,DS,Global,Global,Global DS,2022,"FIS, IT",1.0,15000,15000,0,4,4.0
423,423,ProductJ,DP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2020,"Actavis, IT",0.98,15000,14700,300,4,4.0
1221,1221,ProductS,DP,JAPAC,JAPAC,Blister,2023,AML23,0.25,15000,3750,11250,4,2.5
944,944,ProductP,FDP,EU,EU,Vial,2021,ABR,0.65,15000,9750,5250,4,2.5
519,519,ProductK,DP,JAPAC,JAPAC,50cc,2020,"Patheon, NC",0.6,15000,9000,6000,4,4.0
125,125,ProductC,DP,JAPAC,JAPAC,Syringe,2023,AML14,0.8,15000,12000,3000,4,4.0
993,993,ProductQ,DP,ICON - TMEA,ICON - TMEA,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
684,684,ProductM,DP,JAPAC,JAPAC,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
1180,1180,ProductR,FDP,JAPAC,JAPAC,Pushtronex,2023,"PCI, US",0.3,15000,4500,10500,4,2.5
480,480,ProductK,DP,EU,EU,30cc,2021,ADL,1.0,15000,15000,0,4,4.0
801,801,ProductN,FDP,EU,EU,Syringe,2023,ABR,0.65,15000,9750,5250,4,2.5
692,692,ProductM,DP,US,US,Syringe,2019,AML14,0.8,15000,12000,3000,4,2.5
898,898,ProductO,FDP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2020,ABR,0.65,15000,9750,5250,4,2.5
1193,1193,ProductR,FDP,US,US,Syringe,2020,AML1,0.25,15000,3750,11250,4,2.5
453,453,ProductJ,FDP,EU,EU,Lyo Vial Kit,2023,ABR,0.65,15000,9750,5250,4,4.0
1040,1040,ProductQ,FDP,ICON - LACAN,ICON - LACAN,Vial,2022,AML1,0.25,15000,3750,11250,4,2.5
1255,1255,ProductS,FDP,JAPAC,JAPAC,Blister,2022,"PCI, UK",0.3,15000,4500,10500,4,2.5
867,867,ProductO,DP,JAPAC,JAPAC,Lyo Vial Kit,2019,ADL PM2,1.0,15000,15000,0,4,2.5
1149,1149,ProductR,FDP,EU,EU,Syringe,2021,ABR,0.65,15000,9750,5250,4,2.5
194,194,ProductD,DP,JAPAC,JAPAC,Lyo Vial Kit,2022,ADL PM2,1.0,15000,15000,0,4,4.0
832,832,ProductN,FDP,JAPAC,JAPAC,Vial,2019,AML1,0.25,15000,3750,11250,4,2.5
415,415,ProductI,FDP,US,US,Vial,2021,LDC,0.35,15000,5250,9750,4,4.0
436,436,ProductJ,DP,JAPAC,JAPAC,Lyo Vial Kit,2023,"Actavis, IT",0.98,15000,14700,300,4,4.0
1258,1258,ProductS,FDP,US,US,Bottle,2020,AML23,0.25,15000,3750,11250,4,2.5
1210,1210,ProductS,DP,ICON - LACAN,ICON - LACAN,Bottle,2022,"Patheon, CA",0.6,15000,9000,6000,4,2.5
69,69,ProductB,FDP,EU,EU,Syringe,2020,ABR,0.65,15000,9750,5250,4,4.0
900,900,ProductO,FDP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2022,ABR,0.65,15000,9750,5250,4,2.5
611,611,ProductL,DP,EU,EU,Vial,2023,AML14,0.8,15000,12000,3000,4,4.0
66,66,ProductB,FDP,EU,EU,Auto Injector,2022,ABR,0.65,15000,9750,5250,4,4.0
739,739,ProductM,FDP,US,US,Syringe,2021,AML1,0.25,15000,3750,11250,4,2.5
336,336,ProductG,DS,Global,Global,Global DS,2019,ATO7,0.1,15000,1500,13500,4,4.0
929,929,ProductP,DP,JAPAC,JAPAC,Vial,2021,"Patheon, NC",0.6,15000,9000,6000,4,2.5
707,707,ProductM,FDP,EU,EU,Syringe,2019,ABR,0.65,15000,9750,5250,4,2.5
815,815,ProductN,FDP,ICON - LACAN,ICON - LACAN,Vial,2022,AML1,0.25,15000,3750,11250,4,2.5
1183,1183,ProductR,FDP,US,US,Auto Injector,2020,AML1,0.25,15000,3750,11250,4,2.5
314,314,ProductF,FDP,US,US,Auto Injector,2022,AML1,0.25,15000,3750,11250,4,4.0
97,97,ProductB,FDP,JAPAC,JAPAC,Syringe,2022,AML1,0.25,15000,3750,11250,4,4.0
385,385,ProductH,FDP,JAPAC,JAPAC,Syringe,2021,Bushu,0.35,15000,5250,9750,4,4.0
1242,1242,ProductS,FDP,ICON - LACAN,ICON - LACAN,Bottle,2019,"Patheon, CA",0.6,15000,9000,6000,4,2.5
940,940,ProductP,DS,Global,Global,Global DS,2022,"Bachem, CH",1.0,15000,15000,0,4,2.5
852,852,ProductO,DP,EU,EU,Lyo Vial or Lyo Vial Kit; 125ug SKU,2019,"Patheon, IT",0.6,15000,9000,6000,4,2.5
268,268,ProductF,DP,ICON - LACAN,ICON - LACAN,Syringe,2021,AML14,0.8,15000,12000,3000,4,4.0
1056,1056,ProductQ,FDP,JAPAC,JAPAC,Syringe,2023,AML1,0.25,15000,3750,11250,4,2.5
1058,1058,ProductQ,FDP,JAPAC,JAPAC,Vial,2020,AML1,0.25,15000,3750,11250,4,2.5
969,969,ProductQ,DP,EU,EU,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
754,754,ProductN,DP,ICON - LACAN,ICON - LACAN,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
261,261,ProductF,DP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2019,AML14,0.8,15000,12000,3000,4,4.0
268,268,ProductF,DP,ICON - LACAN,ICON - LACAN,Syringe,2021,AML14,0.8,15000,12000,3000,4,4.0
1236,1236,ProductS,FDP,EU,EU,Blister,2023,"PCI, UK",0.3,15000,4500,10500,4,2.5
10,10,ProductA,DS,Global,Global,Global DS,2022,ASM1,0.4,15000,6000,9000,4,4.0
907,907,ProductO,FDP,US,US,Lyo Vial Kit,2019,AML1,0.25,15000,3750,11250,4,2.5
1002,1002,ProductQ,DP,JAPAC,JAPAC,Vial,2019,AML14,0.8,15000,12000,3000,4,2.5
935,935,ProductP,DP,US,US,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
71,71,ProductB,FDP,EU,EU,Syringe,2022,ABR,0.65,15000,9750,5250,4,4.0
230,230,ProductD,FDP,US,US,Lyo Vial Kit,2023,AML1,0.25,15000,3750,11250,4,4.0
99,99,ProductB,FDP,US,US,Auto Injector,2023,AML1,0.25,15000,3750,11250,4,4.0
1182,1182,ProductR,FDP,US,US,Auto Injector,2019,AML1,0.25,15000,3750,11250,4,2.5
1202,1202,ProductS,DP,EU,EU,Capsule,2019,"Patheon, CA",0.6,15000,9000,6000,4,2.5
234,234,ProductE,DP,US,US,Bottle,2022,AML23,0.25,15000,3750,11250,4,4.0
203,203,ProductD,DS,Global,Global,Global DS,2021,"Lonza, UK",1.0,15000,15000,0,4,4.0
413,413,ProductI,FDP,US,US,Vial,2019,LDC,0.35,15000,5250,9750,4,4.0
1089,1089,ProductR,DP,ICON - LACAN,ICON - LACAN,Auto Injector,2021,AML14,0.8,15000,12000,3000,4,2.5
245,245,ProductE,DS,Global,Global,Global DS,2023,"FIS, IT",1.0,15000,15000,0,4,4.0
749,749,ProductN,DP,EU,EU,Vial,2021,AML14,0.8,15000,12000,3000,4,2.5
232,232,ProductE,DP,US,US,Bottle,2020,AML23,0.25,15000,3750,11250,4,4.0
1239,1239,ProductS,FDP,EU,EU,Capsule,2021,"Anderson Bercon, UK",0.35,15000,5250,9750,4,2.5
1090,1090,ProductR,DP,ICON - LACAN,ICON - LACAN,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,2.5
830,830,ProductN,FDP,JAPAC,JAPAC,Syringe,2022,AML1,0.25,15000,3750,11250,4,2.5
1086,1086,ProductR,DP,EU,EU,Syringe,2023,AML14,0.8,15000,12000,3000,4,2.5
1220,1220,ProductS,DP,JAPAC,JAPAC,Blister,2022,AML23,0.25,15000,3750,11250,4,2.5
978,978,ProductQ,DP,ICON - LACAN,ICON - LACAN,Syringe,2020,AML14,0.8,15000,12000,3000,4,2.5
809,809,ProductN,FDP,ICON - LACAN,ICON - LACAN,Syringe,2021,AML1,0.25,15000,3750,11250,4,2.5
1008,1008,ProductQ,DP,US,US,Syringe,2020,AML14,0.8,15000,12000,3000,4,2.5
1175,1175,ProductR,FDP,JAPAC,JAPAC,Auto Injector,2023,Bushu,0.35,15000,5250,9750,4,2.5
222,222,ProductD,FDP,JAPAC,JAPAC,Lyo Vial Kit,2020,Bushu,0.35,15000,5250,9750,4,4.0
609,609,ProductL,DP,EU,EU,Vial,2021,AML14,0.8,15000,12000,3000,4,4.0
641,641,ProductL,FDP,ICON - LACAN,ICON - LACAN,Vial,2021,AML1,0.25,15000,3750,11250,4,4.0
880,880,ProductO,DP,US,US,Lyo Vial or Lyo Vial Kit; 125ug SKU,2022,"Patheon, IT",0.6,15000,9000,6000,4,2.5
442,442,ProductJ,DS,Global,Global,Global DS,2019,ARI5,1.0,15000,15000,0,4,4.0
747,747,ProductN,DP,EU,EU,Vial,2019,AML14,0.8,15000,12000,3000,4,2.5
477,477,ProductK,DP,EU,EU,10cc,2023,"Patheon, NC",0.6,15000,9000,6000,4,4.0
515,515,ProductK,DP,JAPAC,JAPAC,30cc,2021,"Patheon, NC",0.6,15000,9000,6000,4,4.0
943,943,ProductP,FDP,EU,EU,Vial,2020,ABR,0.65,15000,9750,5250,4,2.5
1268,1268,ProductT,DP,ICON - LACAN,ICON - LACAN,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
354,354,ProductH,DP,ICON - TMEA,ICON - TMEA,Syringe,2021,"Patheon, IT",0.6,15000,9000,6000,4,4.0
448,448,ProductJ,DS,Global,Global,Global DS,2023,ARI5,1.0,15000,15000,0,4,4.0
576,576,ProductK,FDP,ICON - TMEA,ICON - TMEA,50cc,2022,Sharp,0.35,15000,5250,9750,4,4.0
250,250,ProductE,FDP,US,US,Bottle,2023,AML23,0.25,15000,3750,11250,4,4.0
793,793,ProductN,DS,Global,Global,Global DS,2020,AML7,0.25,15000,3750,11250,4,2.5
453,453,ProductJ,FDP,EU,EU,Lyo Vial Kit,2023,ABR,0.65,15000,9750,5250,4,4.0
164,164,ProductC,FDP,JAPAC,JAPAC,Syringe,2022,AML1,0.25,15000,3750,11250,4,4.0
705,705,ProductM,FDP,EU,EU,OnPro,2022,ABR,0.65,15000,9750,5250,4,2.5
901,901,ProductO,FDP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2023,ABR,0.65,15000,9750,5250,4,2.5
257,257,ProductF,DP,ICON - LACAN,ICON - LACAN,Auto Injector,2020,AML14,0.8,15000,12000,3000,4,4.0
420,420,ProductJ,DP,EU,EU,Lyo Vial Kit,2021,ADL,1.0,15000,15000,0,4,4.0
855,855,ProductO,DP,EU,EU,Lyo Vial or Lyo Vial Kit; 125ug SKU,2022,"Patheon, IT",0.6,15000,9000,6000,4,2.5
580,580,ProductK,FDP,JAPAC,JAPAC,10cc,2021,AML1,0.25,15000,3750,11250,4,4.0
55,55,ProductB,DP,US,US,Auto Injector,2023,AML14,0.8,15000,12000,3000,4,4.0
250,250,ProductE,FDP,US,US,Bottle,2023,AML23,0.25,15000,3750,11250,4,4.0
1100,1100,ProductR,DP,ICON - TMEA,ICON - TMEA,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,2.5
956,956,ProductP,FDP,ICON - TMEA,ICON - TMEA,Vial,2023,ABR,0.65,15000,9750,5250,4,2.5
1297,1297,ProductT,FDP,ICON - LACAN,ICON - LACAN,Vial,2019,AML1,0.25,15000,3750,11250,4,2.5
214,214,ProductD,FDP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2022,AML1,0.25,15000,3750,11250,4,4.0
682,682,ProductM,DP,JAPAC,JAPAC,Syringe,2019,AML14,0.8,15000,12000,3000,4,2.5
146,146,ProductC,FDP,EU,EU,Syringe,2019,ABR,0.65,15000,9750,5250,4,4.0
643,643,ProductL,FDP,ICON - LACAN,ICON - LACAN,Vial,2023,AML1,0.25,15000,3750,11250,4,4.0
832,832,ProductN,FDP,JAPAC,JAPAC,Vial,2019,AML1,0.25,15000,3750,11250,4,2.5
707,707,ProductM,FDP,EU,EU,Syringe,2019,ABR,0.65,15000,9750,5250,4,2.5
657,657,ProductM,DP,EU,EU,OnPro,2019,AML14,0.8,15000,12000,3000,4,2.5
955,955,ProductP,FDP,ICON - TMEA,ICON - TMEA,Vial,2022,ABR,0.65,15000,9750,5250,4,2.5
488,488,ProductK,DP,ICON - LACAN,ICON - LACAN,10cc,2019,"Patheon, NC",0.6,15000,9000,6000,4,4.0
906,906,ProductO,FDP,JAPAC,JAPAC,Lyo Vial Kit,2023,ABR,0.65,15000,9750,5250,4,2.5
87,87,ProductB,FDP,ICON - TMEA,ICON - TMEA,Syringe,2020,ABR,0.65,15000,9750,5250,4,4.0
201,201,ProductD,DS,Global,Global,Global DS,2019,"Lonza, UK",1.0,15000,15000,0,4,4.0
426,426,ProductJ,DP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2023,"Actavis, IT",0.98,15000,14700,300,4,4.0
64,64,ProductB,FDP,EU,EU,Auto Injector,2020,ABR,0.65,15000,9750,5250,4,4.0
320,320,ProductF,FDP,US,US,Lyo Vial Kit,2023,"PCI, US",0.3,15000,4500,10500,4,4.0
839,839,ProductN,FDP,US,US,Syringe,2021,AML1,0.25,15000,3750,11250,4,2.5
354,354,ProductH,DP,ICON - TMEA,ICON - TMEA,Syringe,2021,"Patheon, IT",0.6,15000,9000,6000,4,4.0
574,574,ProductK,FDP,ICON - TMEA,ICON - TMEA,50cc,2020,Sharp,0.35,15000,5250,9750,4,4.0
505,505,ProductK,DP,ICON - TMEA,ICON - TMEA,50cc,2021,"Patheon, NC",0.6,15000,9000,6000,4,4.0
1308,1308,ProductT,FDP,JAPAC,JAPAC,Vial,2020,AML1,0.25,15000,3750,11250,4,2.5
1143,1143,ProductR,FDP,EU,EU,Pushtronex,2020,"PCI, US",0.3,15000,4500,10500,4,2.5
1219,1219,ProductS,DP,JAPAC,JAPAC,Blister,2021,AML23,0.25,15000,3750,11250,4,2.5
621,621,ProductL,DP,JAPAC,JAPAC,Vial,2020,"Patheon, NC",0.6,15000,9000,6000,4,4.0
1006,1006,ProductQ,DP,JAPAC,JAPAC,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
154,154,ProductC,FDP,ICON - LACAN,ICON - LACAN,Syringe,2022,AML1,0.25,15000,3750,11250,4,4.0
724,724,ProductM,FDP,ICON - TMEA,ICON - TMEA,Syringe,2021,ABR,0.65,15000,9750,5250,4,2.5
246,246,ProductE,FDP,US,US,Bottle,2019,AML23,0.25,15000,3750,11250,4,4.0
1196,1196,ProductR,FDP,US,US,Syringe,2023,AML1,0.25,15000,3750,11250,4,2.5
265,265,ProductF,DP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2023,AML14,0.8,15000,12000,3000,4,4.0
821,821,ProductN,FDP,ICON - TMEA,ICON - TMEA,Syringe,2023,ABR,0.65,15000,9750,5250,4,2.5
1001,1001,ProductQ,DP,JAPAC,JAPAC,Syringe,2023,AML14,0.8,15000,12000,3000,4,2.5
380,380,ProductH,FDP,ICON - TMEA,ICON - TMEA,Syringe,2021,AML1,0.25,15000,3750,11250,4,4.0
49,49,ProductB,DP,JAPAC,JAPAC,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,4.0
1136,1136,ProductR,DS,Global,Global,Global DS,2023,AML6,0.25,15000,3750,11250,4,2.5
154,154,ProductC,FDP,ICON - LACAN,ICON - LACAN,Syringe,2022,AML1,0.25,15000,3750,11250,4,4.0
152,152,ProductC,FDP,ICON - LACAN,ICON - LACAN,Syringe,2020,AML1,0.25,15000,3750,11250,4,4.0
509,509,ProductK,DP,JAPAC,JAPAC,10cc,2020,"Patheon, NC",0.6,15000,9000,6000,4,4.0
1048,1048,ProductQ,FDP,ICON - TMEA,ICON - TMEA,Vial,2020,ABR,0.65,15000,9750,5250,4,2.5
117,117,ProductC,DP,ICON - TMEA,ICON - TMEA,Syringe,2020,AML14,0.8,15000,12000,3000,4,4.0
176,176,ProductD,DP,EU,EU,Lyo Vial Kit,2019,ADL PM2,1.0,15000,15000,0,4,4.0
714,714,ProductM,FDP,ICON - LACAN,ICON - LACAN,OnPro,2021,AML1,0.25,15000,3750,11250,4,2.5
298,298,ProductF,FDP,ICON - LACAN,ICON - LACAN,Auto Injector,2021,AML1,0.25,15000,3750,11250,4,4.0
1139,1139,ProductR,FDP,EU,EU,Auto Injector,2021,ABR,0.65,15000,9750,5250,4,2.5
1284,1284,ProductT,DP,US,US,Vial,2021,AML14,0.8,15000,12000,3000,4,2.5
322,322,ProductF,FDP,US,US,Reusable Auto Injector,2020,AML1,0.25,15000,3750,11250,4,4.0
365,365,ProductH,DP,US,US,Syringe,2022,"Patheon, IT",0.6,15000,9000,6000,4,4.0
1298,1298,ProductT,FDP,ICON - LACAN,ICON - LACAN,Vial,2020,AML1,0.25,15000,3750,11250,4,2.5
540,540,ProductK,DS,Global,Global,Global DS,2021,ASM2,0.4,15000,6000,9000,4,4.0
974,974,ProductQ,DP,EU,EU,Vial,2021,AML14,0.8,15000,12000,3000,4,2.5
1103,1103,ProductR,DP,ICON - TMEA,ICON - TMEA,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
1088,1088,ProductR,DP,ICON - LACAN,ICON - LACAN,Auto Injector,2020,AML14,0.8,15000,12000,3000,4,2.5
68,68,ProductB,FDP,EU,EU,Syringe,2019,ABR,0.65,15000,9750,5250,4,4.0
964,964,ProductP,FDP,US,US,Vial,2021,AML1,0.25,15000,3750,11250,4,2.5
1135,1135,ProductR,DS,Global,Global,Global DS,2022,AML6,0.25,15000,3750,11250,4,2.5
749,749,ProductN,DP,EU,EU,Vial,2021,AML14,0.8,15000,12000,3000,4,2.5
431,431,ProductJ,DP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2023,ADL,1.0,15000,15000,0,4,4.0
574,574,ProductK,FDP,ICON - TMEA,ICON - TMEA,50cc,2020,Sharp,0.35,15000,5250,9750,4,4.0
839,839,ProductN,FDP,US,US,Syringe,2021,AML1,0.25,15000,3750,11250,4,2.5
1091,1091,ProductR,DP,ICON - LACAN,ICON - LACAN,Auto Injector,2023,AML14,0.8,15000,12000,3000,4,2.5
40,40,ProductB,DP,ICON - TMEA,ICON - TMEA,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,4.0
715,715,ProductM,FDP,ICON - LACAN,ICON - LACAN,OnPro,2022,AML1,0.25,15000,3750,11250,4,2.5
650,650,ProductL,FDP,JAPAC,JAPAC,Vial,2022,AML1,0.25,15000,3750,11250,4,4.0
